"국가별","항목","단위","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년",
"이탈리아","- 장기 실업률[%]","%","7.91984","7.12933","7.01408","6.78193","6.40938","5.80875","4.99253","5.6271","4.80485","",
"이탈리아","- 취업, 교육 또는 훈련을 받지 않는 청소년[%]","%","23.54659","23.05364","21.09998","20.30691","19.67898","19.71465","19.11448","21.42619","20.24828","",
"이탈리아","- 노동 시장 불안정성[%]","%","11.30143","8.22573","8.63085","","","","","","","",
"이탈리아","- 직무 부담[%]","%","","29.59463","","","","","","","","",
"이탈리아","- 장시간의 유급 근무[%]","%","3.83","3.97","3.92","4.12","4.14","3.83","3.33","4.36","3.83","",
"이탈리아","- 연간 평균 총 소득[US$]","US$","45704","46103","46469","46169","46230","46460","44246","45960.64562","44893.33467","",
"이탈리아","- 총 중위 소득의 2/3 미만을 버는 전일제 근로자[%]","%","4.64957","","","","3.71171","3.3","3.6","4.3","3.9","",
"이탈리아","- 상위 소득 10분위의 전일제 근로자[10분위]","10분위","2.59365","","","","2.57313","2.63744","2.70181","3.09478","2.86904","",
"이탈리아","- 과밀 주거 가구[%]","%","18.57835","18.95308","18.73464","18.60891","18.93161","19.44028","17.94014","19.00296","16.91685","",
"이탈리아","- 주거 비용 부담[%]","%","77.22132","77.1008","77.31264","77.44825","77.48892","77.49624","77.71601","77.5671","75.63192","",
"이탈리아","- 주거 비용 과부담[%]","%","19.54848","19.50213","18.62767","19.5041","18.01217","20.63586","17.1706","13.15538","14.25793","",
"이탈리아","- 기본 위생시설에 접근하지 못하는 저소득 가구[%]","%",".62126",".68123",".34349","1.04937",".78877","1.30852","","","","",
"이탈리아","- 가정 내 인터넷 접속 여부[%]","%","71.0569","74.2845","77.1387","79.464","82.8034","83.722","86.7515","88.4877","","",
"이탈리아","- 시간 사용에 대한 만족도[척도]","척도","","","","","6.63969","","","","6.74226","",
"이탈리아","- 시간 사용에 대한 만족도 점수 5 이하[%]","%","","","","","11.24334","","","","7.82351","",
"이탈리아","- 시간 사용에 대한 만족도 상위 5분위[5분위]","5분위","","","","","2.33218","","","","2.14026","",
"이탈리아","- 출생 시 기대 수명[년]","년","83.2","82.7","83.4","83.1","83.4","83.6","82.3","82.7","83","",
"이탈리아","- 긍정적인 건강 인식[%]","%","67.9","65.6","70.9","77","73.3","72.8","","73.5","72.9","",
"이탈리아","- 부정적인 건강 인식[%]","%","12","12.4","7.7","5.8","6.8","7","","8.1","6.7","",
"이탈리아","- 자살, 알코올, 약물로 인한 사망[명]","명","12.3967","11.83622","11.95358","11.81055","11.42908","11.14001","","","","",
"이탈리아","- 자가보고 우울증[%]","%","4.3","","","","","4.2","","","","",
"이탈리아","- 학생 독서 기술[점수]","점수","","484.758","","","476.28468","","","","481.6","",
"이탈리아","- 낮은 독서 기술을 가진 학생[%]","%","","","","","13.76784","","","","12.93574","",
"이탈리아","- 독서 점수 상위 10분위[10분위]","10분위","","","","","1.7333","","","","1.67355","",
"이탈리아","- 학생 수학 기술[점수]","점수","","489.72873","","","486.58986","","","","471.26","",
"이탈리아","- 낮은 수학 기술을 가진 학생[%]","%","","","","","13.76784","","","","12.93574","",
"이탈리아","- 수학 점수 상위 10분위[10분위]","10분위","","","","","1.66474","","","","1.64965","",
"이탈리아","- 학생 과학 기술[점수]","점수","","480.54676","","","468.01173","","","","477.46","",
"이탈리아","- 낮은 과학 기술을 가진 학생[%]","%","","","","","13.76784","","","","12.93574","",
"이탈리아","- 과학 점수 상위 10분위[10분위]","10분위","","","","","1.675","","","","1.67679","",
"이탈리아","- 사회적 지원[%]","%","91.13662","91.13662","91.13662","89.02833","89.02833","89.02833","88.76788","88.76788","86.01822","86.01822",
"이탈리아","- 사회적 지원 부족[%]","%","10.19554","9.0792","7.2311","7.99999","8.67787","16.02808","11.00055","11.44664","","",
"이탈리아","- 개인 관계에 대한 만족도[척도]","척도","","","","","7.53413","","","","7.27488","",
"이탈리아","- 개인 관계에 대한 만족도 점수 5 이하[%]","%","","","","","4.12232","","","","5.59719","",
"이탈리아","- 개인 관계 만족도 상위 5분위[5분위]","5분위","","","","","1.84979","","","","1.8286","",
"이탈리아","- 투표율[%]","%","","","","","72.93","","","","63.79","",
"이탈리아","- 녹지 공간 접근성[%]","%","","","","","61.23115","","","","","",
"이탈리아","- 공기 오염에 노출[%]","%","99.84","99.84","99.84","99.84","99.84","99.84","99.84","","","",
"이탈리아","- 살인사건[명]","명",".6",".6",".6",".5","","","","","","",
"이탈리아","- 밤에 안전하다고 느끼는 정도[%]","%","59.12545","59.12545","59.12545","64.54205","64.54205","64.54205","71.60844","71.60844","67.76356","67.76356",
"이탈리아","- 밤에 안전하지 않다고 느끼는 정도[%]","%","39.49422","40.11649","41.27698","40.56691","33.82807","30.00909","26.28768","29.81265","","",
"이탈리아","- 교통사고 사망[명]","명","5.56244","5.63856","5.41164","5.57523","5.5122","5.30454","4.01566","4.85345","5.3515","",
"이탈리아","- 삶의 만족도[척도]","척도","","","","","7.09351","","","7.24651","7.21391","7.2",
"이탈리아","- 삶의 만족도 점수 5 이하[%]","%","","","","","7.39046","","","5.7202","3.14525","",
"이탈리아","- 삶의 만족도 점수 상위 5분위[5분위]","5분위","","","","","2.03757","","","1.90893","1.7174","",
"이탈리아","- 부정적인 감정 균형[%]","%","19.7177","19.7177","19.7177","24.58903","24.58903","24.58903","15.21487","15.21487","12.82091","12.82091",
